,ID,Label,Count,Year Range
18246,mining association rules (2010-2014),mining association rules (2010-2014),94,2010-2014
18247,telosb motes (2010-2014),telosb motes (2010-2014),94,2010-2014
18248,missing value (2010-2014),missing value (2010-2014),94,2010-2014
18249,vital sign (2010-2014),vital sign (2010-2014),94,2010-2014
18250,functional languages (2010-2014),functional languages (2010-2014),94,2010-2014
18251,network intrusion detection systems (2010-2014),network intrusion detection systems (2010-2014),94,2010-2014
18252,requirements modeling (2010-2014),requirements modeling (2010-2014),94,2010-2014
18253,65nm technology (2010-2014),65nm technology (2010-2014),94,2010-2014
18254,neighboring blocks (2010-2014),neighboring blocks (2010-2014),94,2010-2014
18255,gabor wavelets (2010-2014),gabor wavelets (2010-2014),94,2010-2014
18256,full adder (2010-2014),full adder (2010-2014),94,2010-2014
18257,equilibrium problem (2010-2014),equilibrium problem (2010-2014),94,2010-2014
18258,mimo interference channels (2010-2014),mimo interference channels (2010-2014),94,2010-2014
18259,functional differential equations (2010-2014),functional differential equations (2010-2014),94,2010-2014
18260,wiley periodicals inc networks vol (2010-2014),wiley periodicals inc networks vol (2010-2014),94,2010-2014
18261,performance constraints (2015-2017),performance constraints (2015-2017),94,2015-2017
18262,object proposal (2015-2017),object proposal (2015-2017),94,2015-2017
18263,mode decision (2015-2017),mode decision (2015-2017),94,2015-2017
18264,saliency models (2015-2017),saliency models (2015-2017),94,2015-2017
18265,noise robust (2015-2017),noise robust (2015-2017),94,2015-2017
18266,age estimation (2015-2017),age estimation (2015-2017),94,2015-2017
18267,global sensitivity analysis (2015-2017),global sensitivity analysis (2015-2017),94,2015-2017
18268,deep belief network (2015-2017),deep belief network (2015-2017),94,2015-2017
18269,requirements elicitation (2015-2017),requirements elicitation (2015-2017),94,2015-2017
18270,differentially expressed genes (2015-2017),differentially expressed genes (2015-2017),94,2015-2017
18271,rate distortion (2015-2017),rate distortion (2015-2017),94,2015-2017
18272,social dynamics (2015-2017),social dynamics (2015-2017),94,2015-2017
18273,power minimization (2015-2017),power minimization (2015-2017),94,2015-2017
18274,constant approximation (2015-2017),constant approximation (2015-2017),94,2015-2017
18275,local energy (2015-2017),local energy (2015-2017),94,2015-2017
18276,minimizing energy consumption (2015-2017),minimizing energy consumption (2015-2017),94,2015-2017
18277,logically centralized (2015-2017),logically centralized (2015-2017),94,2015-2017
18278,routing overhead (2015-2017),routing overhead (2015-2017),94,2015-2017
18279,distributed scheduling (2015-2017),distributed scheduling (2015-2017),94,2015-2017
18280,output frequency (2015-2017),output frequency (2015-2017),94,2015-2017
18281,operating system os (2015-2017),operating system os (2015-2017),94,2015-2017
18282,computational complexity (1980-1984),computational complexity (1980-1984),93,1980-1984
18283,speech recognition (1985-1989),speech recognition (1985-1989),93,1985-1989
18284,computationally efficient (1985-1989),computationally efficient (1985-1989),93,1985-1989
18285,lessons learned (1990-1994),lessons learned (1990-1994),93,1990-1994
18286,problem size (1990-1994),problem size (1990-1994),93,1990-1994
18287,boundary conditions (1990-1994),boundary conditions (1990-1994),93,1990-1994
18288,formal verification (1990-1994),formal verification (1990-1994),93,1990-1994
18289,graphical user interface (1990-1994),graphical user interface (1990-1994),93,1990-1994
18290,decision support systems (1990-1994),decision support systems (1990-1994),93,1990-1994
18291,network model (1990-1994),network model (1990-1994),93,1990-1994
18292,improve performance (1990-1994),improve performance (1990-1994),93,1990-1994
18293,parallel processors (1990-1994),parallel processors (1990-1994),93,1990-1994
18294,data flow (1990-1994),data flow (1990-1994),93,1990-1994
18295,image plane (1990-1994),image plane (1990-1994),93,1990-1994
18296,straight line (1990-1994),straight line (1990-1994),93,1990-1994
18297,transfer functions (1990-1994),transfer functions (1990-1994),93,1990-1994
18298,critical path (1990-1994),critical path (1990-1994),93,1990-1994
18299,adaptive filter (1990-1994),adaptive filter (1990-1994),93,1990-1994
18300,queueing networks (1990-1994),queueing networks (1990-1994),93,1990-1994
18301,correspondence problem (1995-1999),correspondence problem (1995-1999),93,1995-1999
18302,trajectory planning (1995-1999),trajectory planning (1995-1999),93,1995-1999
18303,error estimates (1995-1999),error estimates (1995-1999),93,1995-1999
18304,visual perception (1995-1999),visual perception (1995-1999),93,1995-1999
18305,tight bounds (1995-1999),tight bounds (1995-1999),93,1995-1999
18306,search method (1995-1999),search method (1995-1999),93,1995-1999
18307,cognitive science (1995-1999),cognitive science (1995-1999),93,1995-1999
18308,parallel computations (1995-1999),parallel computations (1995-1999),93,1995-1999
18309,theory and practice (1995-1999),theory and practice (1995-1999),93,1995-1999
18310,central role (1995-1999),central role (1995-1999),93,1995-1999
18311,timing requirements (1995-1999),timing requirements (1995-1999),93,1995-1999
18312,air traffic (1995-1999),air traffic (1995-1999),93,1995-1999
18313,large networks (1995-1999),large networks (1995-1999),93,1995-1999
18314,rapid development (1995-1999),rapid development (1995-1999),93,1995-1999
18315,significant advantages (1995-1999),significant advantages (1995-1999),93,1995-1999
18316,gate level (1995-1999),gate level (1995-1999),93,1995-1999
18317,ground truth (1995-1999),ground truth (1995-1999),93,1995-1999
18318,encouraging results (1995-1999),encouraging results (1995-1999),93,1995-1999
18319,large size (1995-1999),large size (1995-1999),93,1995-1999
18320,experiments conducted (1995-1999),experiments conducted (1995-1999),93,1995-1999
18321,data compression (1995-1999),data compression (1995-1999),93,1995-1999
18322,face detection (1995-1999),face detection (1995-1999),93,1995-1999
18323,signal analysis (1995-1999),signal analysis (1995-1999),93,1995-1999
18324,color information (1995-1999),color information (1995-1999),93,1995-1999
18325,reconstructed images (1995-1999),reconstructed images (1995-1999),93,1995-1999
18326,minimum variance (1995-1999),minimum variance (1995-1999),93,1995-1999
18327,capacity constraints (2000-2004),capacity constraints (2000-2004),93,2000-2004
18328,autonomous agent (2000-2004),autonomous agent (2000-2004),93,2000-2004
18329,crossover operator (2000-2004),crossover operator (2000-2004),93,2000-2004
18330,naive bayes classifier (2000-2004),naive bayes classifier (2000-2004),93,2000-2004
18331,sequential monte carlo (2000-2004),sequential monte carlo (2000-2004),93,2000-2004
18332,program slicing (2000-2004),program slicing (2000-2004),93,2000-2004
18333,random field (2000-2004),random field (2000-2004),93,2000-2004
18334,crossover and mutation (2000-2004),crossover and mutation (2000-2004),93,2000-2004
18335,link state (2000-2004),link state (2000-2004),93,2000-2004
18336,texture image (2000-2004),texture image (2000-2004),93,2000-2004
18337,finite state automata (2000-2004),finite state automata (2000-2004),93,2000-2004
18338,packet level (2000-2004),packet level (2000-2004),93,2000-2004
18339,massive data (2000-2004),massive data (2000-2004),93,2000-2004
18340,head pose (2000-2004),head pose (2000-2004),93,2000-2004
18341,multipath fading channel (2000-2004),multipath fading channel (2000-2004),93,2000-2004
18342,proxy servers (2000-2004),proxy servers (2000-2004),93,2000-2004
18343,service class (2000-2004),service class (2000-2004),93,2000-2004
18344,packet switches (2000-2004),packet switches (2000-2004),93,2000-2004
18345,attribute selection (2005-2009),attribute selection (2005-2009),93,2005-2009
18346,foreground segmentation (2005-2009),foreground segmentation (2005-2009),93,2005-2009
18347,traffic classification (2005-2009),traffic classification (2005-2009),93,2005-2009
18348,educational games (2005-2009),educational games (2005-2009),93,2005-2009
18349,functional annotations (2005-2009),functional annotations (2005-2009),93,2005-2009
18350,mrf model (2005-2009),mrf model (2005-2009),93,2005-2009
18351,blocking performance (2005-2009),blocking performance (2005-2009),93,2005-2009
18352,simplex algorithm (2005-2009),simplex algorithm (2005-2009),93,2005-2009
18353,social community (2010-2014),social community (2010-2014),93,2010-2014
18354,challenging video sequences (2010-2014),challenging video sequences (2010-2014),93,2010-2014
18355,hyperspectral unmixing (2010-2014),hyperspectral unmixing (2010-2014),93,2010-2014
18356,class distributions (2010-2014),class distributions (2010-2014),93,2010-2014
18357,set cover problem (2010-2014),set cover problem (2010-2014),93,2010-2014
18358,random walker (2010-2014),random walker (2010-2014),93,2010-2014
18359,inductive learning (2010-2014),inductive learning (2010-2014),93,2010-2014
18360,mit dem (2010-2014),mit dem (2010-2014),93,2010-2014
18361,reverse logistics (2010-2014),reverse logistics (2010-2014),93,2010-2014
18362,face book (2010-2014),face book (2010-2014),93,2010-2014
18363,emotional information (2010-2014),emotional information (2010-2014),93,2010-2014
18364,conformance checking (2010-2014),conformance checking (2010-2014),93,2010-2014
18365,optimality condition (2010-2014),optimality condition (2010-2014),93,2010-2014
18366,distribution centers (2010-2014),distribution centers (2010-2014),93,2010-2014
18367,management science (2010-2014),management science (2010-2014),93,2010-2014
18368,resources utilization (2010-2014),resources utilization (2010-2014),93,2010-2014
18369,dtn routing (2010-2014),dtn routing (2010-2014),93,2010-2014
18370,outerplanar graphs (2010-2014),outerplanar graphs (2010-2014),93,2010-2014
18371,neighboring vehicles (2010-2014),neighboring vehicles (2010-2014),93,2010-2014
18372,seam carving (2010-2014),seam carving (2010-2014),93,2010-2014
18373,sensing area (2010-2014),sensing area (2010-2014),93,2010-2014
18374,ml estimator (2010-2014),ml estimator (2010-2014),93,2010-2014
18375,technical efficiency (2010-2014),technical efficiency (2010-2014),93,2010-2014
18376,delay systems (2010-2014),delay systems (2010-2014),93,2010-2014
18377,empirical software engineering (2010-2014),empirical software engineering (2010-2014),93,2010-2014
18378,fuzzy adaptive (2010-2014),fuzzy adaptive (2010-2014),93,2010-2014
18379,hierarchical scheduling (2010-2014),hierarchical scheduling (2010-2014),93,2010-2014
18380,linear subspace (2015-2017),linear subspace (2015-2017),93,2015-2017
18381,differential evolution de algorithm (2015-2017),differential evolution de algorithm (2015-2017),93,2015-2017
18382,code rates (2015-2017),code rates (2015-2017),93,2015-2017
18383,analytically derived (2015-2017),analytically derived (2015-2017),93,2015-2017
18384,signal subspace (2015-2017),signal subspace (2015-2017),93,2015-2017
18385,densely populated (2015-2017),densely populated (2015-2017),93,2015-2017
18386,arabic language (2015-2017),arabic language (2015-2017),93,2015-2017
18387,user ratings (2015-2017),user ratings (2015-2017),93,2015-2017
18388,developing country (2015-2017),developing country (2015-2017),93,2015-2017
18389,word similarity (2015-2017),word similarity (2015-2017),93,2015-2017
18390,labelled data (2015-2017),labelled data (2015-2017),93,2015-2017
18391,protein structure (2015-2017),protein structure (2015-2017),93,2015-2017
18392,class classification (2015-2017),class classification (2015-2017),93,2015-2017
18393,tuning range (2015-2017),tuning range (2015-2017),93,2015-2017
18394,reactive power (2015-2017),reactive power (2015-2017),93,2015-2017
18395,nyquist rate (2015-2017),nyquist rate (2015-2017),93,2015-2017
18396,smart watches (2015-2017),smart watches (2015-2017),93,2015-2017
18397,quality score (2015-2017),quality score (2015-2017),93,2015-2017
18398,local structures (2015-2017),local structures (2015-2017),93,2015-2017
18399,airborne lidar (2015-2017),airborne lidar (2015-2017),93,2015-2017
18400,open research issues (2015-2017),open research issues (2015-2017),93,2015-2017
18401,filter parameters (2015-2017),filter parameters (2015-2017),93,2015-2017
18402,parallel computation (1985-1989),parallel computation (1985-1989),92,1985-1989
18403,query processing (1985-1989),query processing (1985-1989),92,1985-1989
18404,abstract data types (1985-1989),abstract data types (1985-1989),92,1985-1989
18405,software development (1985-1989),software development (1985-1989),92,1985-1989
18406,speech signal (1990-1994),speech signal (1990-1994),92,1990-1994
18407,numerical simulations (1990-1994),numerical simulations (1990-1994),92,1990-1994
18408,error correction (1990-1994),error correction (1990-1994),92,1990-1994
18409,pattern classification (1990-1994),pattern classification (1990-1994),92,1990-1994
18410,control strategies (1990-1994),control strategies (1990-1994),92,1990-1994
